Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    6000/6000        unsigned int std::uniform_int_distribution<unsigned long>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [7]
                0.00    0.00   12000/12000       std::uniform_int_distribution<unsigned long>::param_type::a() const [51]
                0.00    0.00    6000/6000        std::uniform_int_distribution<unsigned long>::param_type::b() const [60]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[10]    11.2    0.00    0.00       1         kMeans(std::vector<Point, std::allocator<Point> >&, int, int) [10]
                0.00    0.00       1/1           void std::shuffle<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [11]
                0.00    0.00   12003/48030       std::vector<int, std::allocator<int> >::operator[](unsigned long) [25]
                0.00    0.00   12001/12001       std::vector<int, std::allocator<int> >::size() const [48]
                0.00    0.00       3/72037       std::vector<Point, std::allocator<Point> >::operator[](unsigned long) [22]
                0.00    0.00       3/3           std::vector<Point, std::allocator<Point> >::push_back(Point const&) [140]
                0.00    0.00       3/3           assignToClusters(std::vector<Point, std::allocator<Point> >&, std::vector<Point, std::allocator<Point> > const&) [124]
                0.00    0.00       3/3           updateCentroids(std::vector<Point, std::allocator<Point> > const&, std::vector<Point, std::allocator<Point> >&) [123]
                0.00    0.00       2/144045      std::vector<Point, std::allocator<Point> >::size() const [19]
                0.00    0.00       1/2           std::vector<Point, std::allocator<Point> >::vector() [170]
                0.00    0.00       1/2           std::random_device::random_device() [164]
                0.00    0.00       1/2           std::random_device::operator()() [166]
                0.00    0.00       1/2           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [169]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [181]
                0.00    0.00       1/12          std::__new_allocator<int>::~__new_allocator() [76]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::end() [179]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::begin() [180]
                0.00    0.00       1/4           std::vector<int, std::allocator<int> >::~vector() [114]
                0.00    0.00       1/5           std::vector<Point, std::allocator<Point> >::~vector() [97]
                0.00    0.00       1/2           std::random_device::~random_device() [165]
-----------------------------------------------
                0.00    0.00       1/1           kMeans(std::vector<Point, std::allocator<Point> >&, int, int) [10]
[11]    11.2    0.00    0.00       1         void std::shuffle<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [11]
                0.00    0.00    5999/5999        std::pair<unsigned long, unsigned long> std::__gen_two_uniform_ints<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [12]
                0.00    0.00       1/6000        unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [8]
                0.00    0.00   12000/12000       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [50]
                0.00    0.00   11999/11999       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++(int) [55]
                0.00    0.00   11999/11999       void std::iter_swap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [57]
                0.00    0.00    6000/6000        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [58]
                0.00    0.00    6000/6000        bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [59]
                0.00    0.00       1/1           bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [175]
                0.00    0.00       1/6000        std::uniform_int_distribution<unsigned long>::uniform_int_distribution(unsigned long, unsigned long) [62]
-----------------------------------------------
                0.00    0.00    5999/5999        void std::shuffle<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [11]
[12]    11.2    0.00    0.00    5999         std::pair<unsigned long, unsigned long> std::__gen_two_uniform_ints<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [12]
                0.00    0.00    5999/6000        unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [8]
                0.00    0.00    5999/6000        std::uniform_int_distribution<unsigned long>::uniform_int_distribution(unsigned long, unsigned long) [62]
                0.00    0.00    5999/5999        std::pair<std::__strip_reference_wrapper<std::decay<unsigned long>::type>::__type, std::__strip_reference_wrapper<std::decay<unsigned long>::type>::__type> std::make_pair<unsigned long, unsigned long>(unsigned long&&, unsigned long&&) [64]
-----------------------------------------------
                0.00    0.00       1/144045      std::vector<Point, std::allocator<Point> >::reserve(unsigned long) [177]
                0.00    0.00       2/144045      kMeans(std::vector<Point, std::allocator<Point> >&, int, int) [10]
                0.00    0.00       6/144045      std::vector<Point, std::allocator<Point> >::operator=(std::vector<Point, std::allocator<Point> > const&) [142]
                0.00    0.00      12/144045      std::vector<Point, std::allocator<Point> >::_M_check_len(unsigned long, char const*) const [127]
                0.00    0.00      24/144045      updateCentroids(std::vector<Point, std::allocator<Point> > const&, std::vector<Point, std::allocator<Point> >&) [123]
                0.00    0.00  144000/144045      assignToClusters(std::vector<Point, std::allocator<Point> >&, std::vector<Point, std::allocator<Point> > const&) [124]
[19]     0.0    0.00    0.00  144045         std::vector<Point, std::allocator<Point> >::size() const [19]
-----------------------------------------------
                0.00    0.00  108000/108000      assignToClusters(std::vector<Point, std::allocator<Point> >&, std::vector<Point, std::allocator<Point> > const&) [124]
[20]     0.0    0.00    0.00  108000         calculateDistance(Point const&, Point const&) [20]
-----------------------------------------------
                0.00    0.00  108000/108000      assignToClusters(std::vector<Point, std::allocator<Point> >&, std::vector<Point, std::allocator<Point> > const&) [124]
[21]     0.0    0.00    0.00  108000         std::vector<Point, std::allocator<Point> >::operator[](unsigned long) const [21]
-----------------------------------------------
                0.00    0.00       3/72037       kMeans(std::vector<Point, std::allocator<Point> >&, int, int) [10]
                0.00    0.00   72034/72037       updateCentroids(std::vector<Point, std::allocator<Point> > const&, std::vector<Point, std::allocator<Point> >&) [123]
[22]     0.0    0.00    0.00   72037         std::vector<Point, std::allocator<Point> >::operator[](unsigned long) [22]
-----------------------------------------------
                0.00    0.00       6/72018       __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::difference_type __gnu_cxx::operator-<Point*, std::vector<Point, std::allocator<Point> > >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > const&, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > const&) [125]
                0.00    0.00       6/72018       Point* std::__niter_base<Point*, std::vector<Point, std::allocator<Point> > >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >) [91]
                0.00    0.00   72006/72018       bool __gnu_cxx::operator!=<Point*, std::vector<Point, std::allocator<Point> > >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > const&, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > const&) [31]
[23]     0.0    0.00    0.00   72018         __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::base() const [23]
-----------------------------------------------
                0.00    0.00       6/72012       Point const* std::__niter_base<Point const*, std::vector<Point, std::allocator<Point> > >(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >) [92]
                0.00    0.00   72006/72012       bool __gnu_cxx::operator!=<Point const*, std::vector<Point, std::allocator<Point> > >(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > > const&, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > > const&) [32]
[24]     0.0    0.00    0.00   72012         __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >::base() const [24]
-----------------------------------------------
                0.00    0.00   12003/48030       kMeans(std::vector<Point, std::allocator<Point> >&, int, int) [10]
                0.00    0.00   36027/48030       updateCentroids(std::vector<Point, std::allocator<Point> > const&, std::vector<Point, std::allocator<Point> >&) [123]
[25]     0.0    0.00    0.00   48030         std::vector<int, std::allocator<int> >::operator[](unsigned long) [25]
-----------------------------------------------
                0.00    0.00   12000/48000       std::vector<Point, std::allocator<Point> >::back() [53]
                0.00    0.00   36000/48000       assignToClusters(std::vector<Point, std::allocator<Point> >&, std::vector<Point, std::allocator<Point> > const&) [124]
[26]     0.0    0.00    0.00   48000         __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::operator*() const [26]
-----------------------------------------------
                0.00    0.00   48000/48000       double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [4]
[27]     0.0    0.00    0.00   48000         std::uniform_real_distribution<double>::param_type::a() const [27]
-----------------------------------------------
                0.00    0.00   48000/48000       double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [6]
[28]     0.0    0.00    0.00   48000         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min() [28]
-----------------------------------------------
                0.00    0.00   48000/48000       double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [6]
[29]     0.0    0.00    0.00   48000         std::log(long double) [29]
-----------------------------------------------
                0.00    0.00       6/36006       void std::__relocate_object_a<Point, Point, std::allocator<Point> >(Point*, Point*, std::allocator<Point>&) [152]
                0.00    0.00   36000/36006       Point& std::vector<Point, std::allocator<Point> >::emplace_back<Point>(Point&&) [52]
[30]     0.0    0.00    0.00   36006         Point&& std::forward<Point>(std::remove_reference<Point>::type&) [30]
-----------------------------------------------
                0.00    0.00   36003/36003       assignToClusters(std::vector<Point, std::allocator<Point> >&, std::vector<Point, std::allocator<Point> > const&) [124]
[31]     0.0    0.00    0.00   36003         bool __gnu_cxx::operator!=<Point*, std::vector<Point, std::allocator<Point> > >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > const&, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > const&) [31]
                0.00    0.00   72006/72018       __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::base() const [23]
-----------------------------------------------
                0.00    0.00   36003/36003       updateCentroids(std::vector<Point, std::allocator<Point> > const&, std::vector<Point, std::allocator<Point> >&) [123]
[32]     0.0    0.00    0.00   36003         bool __gnu_cxx::operator!=<Point const*, std::vector<Point, std::allocator<Point> > >(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > > const&, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > > const&) [32]
                0.00    0.00   72006/72012       __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >::base() const [24]
-----------------------------------------------
                0.00    0.00   36000/36000       assignToClusters(std::vector<Point, std::allocator<Point> >&, std::vector<Point, std::allocator<Point> > const&) [124]
[33]     0.0    0.00    0.00   36000         __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::operator++() [33]
-----------------------------------------------
                0.00    0.00   36000/36000       updateCentroids(std::vector<Point, std::allocator<Point> > const&, std::vector<Point, std::allocator<Point> >&) [123]
[34]     0.0    0.00    0.00   36000         __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >::operator++() [34]
-----------------------------------------------
                0.00    0.00   36000/36000       updateCentroids(std::vector<Point, std::allocator<Point> > const&, std::vector<Point, std::allocator<Point> >&) [123]
[35]     0.0    0.00    0.00   36000         __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >::operator*() const [35]
-----------------------------------------------
                0.00    0.00   35997/35997       std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [56]
[36]     0.0    0.00    0.00   35997         std::remove_reference<int&>::type&& std::move<int&>(int&) [36]
-----------------------------------------------
                0.00    0.00       3/24021       __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::operator+(long) const [126]
                0.00    0.00       9/24021       std::vector<Point, std::allocator<Point> >::begin() [79]
                0.00    0.00   12000/24021       __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::operator-(long) const [49]
                0.00    0.00   12009/24021       std::vector<Point, std::allocator<Point> >::end() [46]
[37]     0.0    0.00    0.00   24021         __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::__normal_iterator(Point* const&) [37]
-----------------------------------------------
                0.00    0.00       3/24003       std::vector<Point, std::allocator<Point> >::_M_check_len(unsigned long, char const*) const [127]
                0.00    0.00   24000/24003       double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [6]
[38]     0.0    0.00    0.00   24003         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [38]
-----------------------------------------------
                0.00    0.00       2/24002       bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [175]
                0.00    0.00   12000/24002       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [58]
                0.00    0.00   12000/24002       bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [59]
[39]     0.0    0.00    0.00   24002         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [39]
-----------------------------------------------
                0.00    0.00       1/24001       std::vector<int, std::allocator<int> >::begin() [180]
                0.00    0.00       1/24001       std::vector<int, std::allocator<int> >::end() [179]
                0.00    0.00   11999/24001       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++(int) [55]
                0.00    0.00   12000/24001       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [50]
[40]     0.0    0.00    0.00   24001         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [40]
-----------------------------------------------
                0.00    0.00   24000/24000       double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [4]
[41]     0.0    0.00    0.00   24000         std::uniform_real_distribution<double>::param_type::b() const [41]
-----------------------------------------------
                0.00    0.00   24000/24000       double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [4]
[42]     0.0    0.00    0.00   24000         std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [42]
-----------------------------------------------
                0.00    0.00   23998/23998       void std::iter_swap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [57]
[43]     0.0    0.00    0.00   23998         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [43]
-----------------------------------------------
                0.00    0.00   11998/23996       std::pair<std::__strip_reference_wrapper<std::decay<unsigned long>::type>::__type, std::__strip_reference_wrapper<std::decay<unsigned long>::type>::__type> std::make_pair<unsigned long, unsigned long>(unsigned long&&, unsigned long&&) [64]
                0.00    0.00   11998/23996       std::pair<unsigned long, unsigned long>::pair<unsigned long, unsigned long, true>(unsigned long&&, unsigned long&&) [63]
[44]     0.0    0.00    0.00   23996         unsigned long&& std::forward<unsigned long>(std::remove_reference<unsigned long>::type&) [44]
-----------------------------------------------
                0.00    0.00       1/12016       void std::_Construct<int>(int*) [182]
                0.00    0.00       3/12016       void std::vector<Point, std::allocator<Point> >::_M_realloc_append<Point const&>(Point const&) [137]
                0.00    0.00       3/12016       void std::__relocate_object_a<Point, Point, std::allocator<Point> >(Point*, Point*, std::allocator<Point>&) [152]
                0.00    0.00       9/12016       void std::_Construct<Point, Point const&>(Point*, Point const&) [80]
                0.00    0.00   12000/12016       Point& std::vector<Point, std::allocator<Point> >::emplace_back<Point>(Point&&) [52]
[45]     0.0    0.00    0.00   12016         operator new(unsigned long, void*) [45]
-----------------------------------------------
                0.00    0.00       3/12009       assignToClusters(std::vector<Point, std::allocator<Point> >&, std::vector<Point, std::allocator<Point> > const&) [124]
                0.00    0.00       3/12009       std::vector<Point, std::allocator<Point> >::operator=(std::vector<Point, std::allocator<Point> > const&) [142]
                0.00    0.00       3/12009       void std::vector<Point, std::allocator<Point> >::_M_realloc_append<Point const&>(Point const&) [137]
                0.00    0.00   12000/12009       std::vector<Point, std::allocator<Point> >::back() [53]
[46]     0.0    0.00    0.00   12009         std::vector<Point, std::allocator<Point> >::end() [46]
                0.00    0.00   12009/24021       __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::__normal_iterator(Point* const&) [37]
-----------------------------------------------
                0.00    0.00       3/12003       void std::__relocate_object_a<Point, Point, std::allocator<Point> >(Point*, Point*, std::allocator<Point>&) [152]
                0.00    0.00   12000/12003       std::vector<Point, std::allocator<Point> >::push_back(Point&&) [54]
[47]     0.0    0.00    0.00   12003         std::remove_reference<Point&>::type&& std::move<Point&>(Point&) [47]
-----------------------------------------------
                0.00    0.00   12001/12001       kMeans(std::vector<Point, std::allocator<Point> >&, int, int) [10]
[48]     0.0    0.00    0.00   12001         std::vector<int, std::allocator<int> >::size() const [48]
-----------------------------------------------
                0.00    0.00   12000/12000       std::vector<Point, std::allocator<Point> >::back() [53]
[49]     0.0    0.00    0.00   12000         __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::operator-(long) const [49]
                0.00    0.00   12000/24021       __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::__normal_iterator(Point* const&) [37]
-----------------------------------------------
                0.00    0.00   12000/12000       void std::shuffle<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [11]
[50]     0.0    0.00    0.00   12000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [50]
                0.00    0.00   12000/24001       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [40]
-----------------------------------------------
                0.00    0.00   12000/12000       unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [9]
[51]     0.0    0.00    0.00   12000         std::uniform_int_distribution<unsigned long>::param_type::a() const [51]
-----------------------------------------------
                0.00    0.00   12000/12000       std::vector<Point, std::allocator<Point> >::push_back(Point&&) [54]
[52]     0.0    0.00    0.00   12000         Point& std::vector<Point, std::allocator<Point> >::emplace_back<Point>(Point&&) [52]
                0.00    0.00   36000/36006       Point&& std::forward<Point>(std::remove_reference<Point>::type&) [30]
                0.00    0.00   12000/12016       operator new(unsigned long, void*) [45]
                0.00    0.00   12000/12000       std::vector<Point, std::allocator<Point> >::back() [53]
-----------------------------------------------
                0.00    0.00   12000/12000       Point& std::vector<Point, std::allocator<Point> >::emplace_back<Point>(Point&&) [52]
[53]     0.0    0.00    0.00   12000         std::vector<Point, std::allocator<Point> >::back() [53]
                0.00    0.00   12000/12009       std::vector<Point, std::allocator<Point> >::end() [46]
